iter	Logloss
0	0.6190708008
1	0.5454632568
2	0.4842666321
3	0.4338891907
4	0.3853721313
5	0.3420703125
6	0.3053781128
7	0.2705365906
8	0.2402575989
9	0.2141121521
10	0.1914890747
11	0.169475647
12	0.1530174255
13	0.1380435486
14	0.1249173279
15	0.1131496429
16	0.1025257721
17	0.09412207031
18	0.08456811523
19	0.07661454773
20	0.06937367249
21	0.06393480682
22	0.05923208618
23	0.05423510742
24	0.0503581543
25	0.04634217072
26	0.04263719177
27	0.03905355835
28	0.03585043335
29	0.03298053741
30	0.03041055679
31	0.02809408951
32	0.02601106834
33	0.02412819481
34	0.02242641068
35	0.0208855381
36	0.01969477081
37	0.01839902878
38	0.01722275352
39	0.01624824715
40	0.01540673065
41	0.01448752213
42	0.01383082771
43	0.01309766197
44	0.01236619568
45	0.01176410675
46	0.011135952
47	0.01057935619
48	0.01004063988
49	0.009543504715
50	0.00908276844
51	0.008655183792
52	0.008256329536
53	0.0079230299
54	0.007601701736
55	0.007351174831
56	0.007077316284
57	0.006845766544
58	0.00661550045
59	0.006391440868
60	0.00616193676
61	0.005961946487
62	0.00578379631
63	0.005566255569
64	0.005397759438
65	0.005202955246
66	0.005043627262
67	0.004896116734
68	0.004730221748
69	0.00460790062
70	0.004473507881
71	0.004335621357
72	0.00422406292
73	0.004121164322
74	0.003993002892
75	0.00390536952
76	0.00381644249
77	0.003701634407
78	0.003592792988
79	0.003512408257
80	0.003417580843
81	0.003347158432
82	0.003277527809
83	0.003210161209
84	0.003131639957
85	0.003047737122
86	0.002996721029
87	0.002955341339
88	0.002899776459
89	0.002834950686
90	0.002790392876
91	0.00274468112
92	0.002695578098
93	0.002629153013
94	0.002572759628
95	0.002518993855
96	0.00246231842
97	0.002432875156
98	0.002376794338
99	0.002335221291
100	0.002284627438
101	0.002251785278
102	0.002212504864
103	0.00217718339
104	0.002146839857
105	0.002107184887
106	0.002063496828
107	0.002021031141
108	0.00198021102
109	0.001955421805
110	0.001917977095
111	0.001889649749
112	0.00186374414
113	0.0018377918
114	0.001815571547
115	0.001780915141
116	0.001760147095
117	0.001732630491
118	0.001708948016
119	0.001689757943
120	0.00167114532
121	0.001643393278
122	0.001621785283
123	0.001593324065
124	0.001572687626
125	0.001552374363
126	0.001535788417
127	0.001516306758
128	0.001492024422
129	0.001477516651
130	0.0014619596
131	0.001438666105
132	0.001421946406
133	0.001403857708
134	0.001381231308
135	0.001368484735
136	0.001353056788
137	0.001331818342
138	0.001320393562
139	0.00130635035
140	0.001286612272
141	0.001274872899
142	0.001261882067
143	0.001243076682
144	0.001229962468
145	0.001218436956
146	0.001204588771
147	0.001187323809
148	0.001177630424
149	0.001169602633
150	0.001159649014
151	0.001149885178
152	0.001140604019
153	0.001131745577
154	0.001121396065
155	0.001109695673
156	0.001099520206
157	0.001091383457
158	0.001081572056
159	0.001070282459
160	0.001060808301
161	0.001051794887
162	0.001042624593
163	0.001035287142
164	0.001025184035
165	0.001017673731
166	0.001009940386
167	0.001002091885
168	0.0009951567054
169	0.0009845956564
170	0.0009754554629
171	0.0009636526108
172	0.0009520970583
173	0.0009458329678
174	0.0009341566563
175	0.0009273409843
176	0.0009218209982
177	0.0009104532003
178	0.0008999055624
179	0.0008930646181
180	0.0008829038143
181	0.0008745296001
182	0.0008673938513
183	0.000861713171
184	0.0008554507494
185	0.0008508241177
186	0.0008411602974
187	0.000836201489
188	0.0008264624476
189	0.000818220377
190	0.0008135844469
191	0.000807962656
192	0.0008035345078
193	0.0007981382608
194	0.0007927830219
195	0.0007884720564
196	0.0007821968794
197	0.0007777763009
198	0.0007722915411
199	0.0007664495111
200	0.0007617017031
201	0.0007571607828
202	0.0007496084571
203	0.0007457607985
204	0.000741954565
205	0.0007374746799
206	0.0007328753471
207	0.0007282672524
208	0.0007205908298
209	0.0007130977511
210	0.0007093034983
211	0.0007041207552
212	0.0007005642653
213	0.0006961268187
214	0.000691906333
215	0.0006868435144
216	0.0006836584806
217	0.000677623868
218	0.0006743968725
219	0.0006705108881
220	0.0006638172269
221	0.0006612499952
222	0.0006583327055
223	0.0006548495293
224	0.0006520572901
225	0.0006472252607
226	0.0006444408894
227	0.000641774714
228	0.0006390267611
229	0.0006368884444
230	0.0006340026855
231	0.0006283905506
232	0.000625716567
233	0.0006203173399
234	0.0006169342399
235	0.0006111644506
236	0.0006059195995
237	0.0006008327007
238	0.0005959420204
239	0.0005928480625
240	0.0005897331238
241	0.000584458828
242	0.0005820565224
243	0.0005794162154
244	0.0005743054152
245	0.0005719988942
246	0.0005691450834
247	0.0005646582842
248	0.0005618139505
249	0.0005592494011
250	0.0005548471212
251	0.000552567482
252	0.0005481050014
253	0.0005437609553
254	0.0005402004719
255	0.0005358752012
256	0.0005328817368
257	0.0005301190019
258	0.000528008461
259	0.0005245817304
260	0.0005203585029
261	0.000516305089
262	0.000514324069
263	0.0005119824409
264	0.0005095005035
265	0.0005068286657
266	0.0005043650866
267	0.0005020729303
268	0.0004996759295
269	0.0004969111383
270	0.0004947915673
271	0.0004925467968
272	0.000490812242
273	0.0004892195761
274	0.0004871047139
275	0.0004853965044
276	0.0004822431803
277	0.0004794400334
278	0.0004778934717
279	0.000476498425
280	0.00047507447
281	0.0004735642076
282	0.0004715968966
283	0.0004695999026
284	0.0004676056802
285	0.0004656602144
286	0.0004624527991
287	0.0004590126276
288	0.0004573364258
289	0.0004539074302
290	0.0004524982572
291	0.0004491388202
292	0.0004469195604
293	0.0004456394315
294	0.0004436133206
295	0.0004423334599
296	0.0004401591122
297	0.0004384638369
298	0.0004362903237
299	0.0004332051873
300	0.0004319299459
301	0.0004302420318
302	0.0004285003543
303	0.000426776439
304	0.0004238958955
305	0.0004219099879
306	0.0004190125465
307	0.0004178811908
308	0.0004151110053
309	0.0004129721522
310	0.0004111397266
311	0.0004084638953
312	0.0004064372182
313	0.0004038061798
314	0.0004026428461
315	0.000401540935
316	0.0004002913833
317	0.0003985489011
318	0.0003970569968
319	0.0003944633305
320	0.0003929269314
321	0.0003905110061
322	0.0003887079954
323	0.0003881270289
324	0.0003865343928
325	0.0003848785758
326	0.0003848759532
327	0.0003833563924
328	0.0003810495138
329	0.0003800694346
330	0.0003776795268
331	0.000376201719
332	0.0003752576709
333	0.0003730650842
334	0.0003710555136
335	0.0003697072268
336	0.0003676416874
337	0.0003660888374
338	0.0003660888374
339	0.0003645937145
340	0.000363199383
341	0.0003617557585
342	0.0003596135676
343	0.0003596124649
344	0.0003576502204
345	0.0003562284112
346	0.0003542541862
347	0.0003539764881
348	0.0003519346118
349	0.0003506966829
350	0.0003502484858
351	0.00034840101
352	0.0003483963907
353	0.0003475348949
354	0.0003456527889
355	0.0003451655507
356	0.0003439219594
357	0.0003421765566
358	0.0003412849605
359	0.0003395272493
360	0.0003377758265
361	0.0003368480504
362	0.0003351492882
363	0.0003332230151
364	0.0003323013186
365	0.0003314635158
366	0.000329857558
367	0.0003281261623
368	0.0003271579742
369	0.0003262836635
370	0.0003249695599
371	0.0003231934309
372	0.0003218982816
373	0.0003202494979
374	0.0003186289072
375	0.0003181657791
376	0.0003166012764
377	0.0003160145581
378	0.00031556198
379	0.000315556407
380	0.0003139617443
381	0.0003122684956
382	0.000310718596
383	0.000310713768
384	0.0003096030951
385	0.0003090958297
386	0.0003090973496
387	0.0003090903759
388	0.0003076189756
389	0.000306524694
390	0.0003053995371
391	0.0003046196699
392	0.000303137958
393	0.0003019968271
394	0.0003005790412
395	0.0002991779447
396	0.0002988977432
397	0.0002978982627
398	0.0002978091836
399	0.0002978082299
400	0.0002972977459
401	0.0002960148454
402	0.000294670403
403	0.0002932472229
404	0.0002918789983
405	0.0002906253338
406	0.0002893566787
407	0.0002881243527
408	0.0002881191075
409	0.0002881177068
410	0.0002868639231
411	0.0002856624722
412	0.0002856549621
413	0.0002844342887
414	0.0002840307057
415	0.0002827153802
416	0.0002824679017
417	0.0002818136811
418	0.000281811595
419	0.0002814888954
420	0.0002814821005
421	0.000281481266
422	0.000281481415
423	0.0002814773321
424	0.0002814708054
425	0.0002814723849
426	0.0002814714611
427	0.0002814707458
428	0.0002814683318
429	0.0002814655006
430	0.0002814632654
431	0.0002814612985
432	0.0002814593911
433	0.0002814606726
434	0.0002814562917
435	0.000281452775
436	0.0002808137536
437	0.0002808151841
438	0.0002807940841
439	0.0002807732224
440	0.0002807699442
441	0.0002807661891
442	0.0002807600498
443	0.0002807549834
444	0.0002807431519
445	0.0002807484865
446	0.0002807386518
447	0.0002807385921
448	0.0002801082134
449	0.0002801046669
450	0.0002800877094
451	0.0002800656855
452	0.0002800606489
453	0.000280058682
454	0.0002800511718
455	0.0002800481319
456	0.0002800454497
457	0.0002800415158
458	0.0002800193727
459	0.0002799999416
460	0.000279994905
461	0.0002799932361
462	0.0002799883485
463	0.0002799851298
464	0.0002799818516
465	0.0002799815834
466	0.0002799713612
467	0.000279971391
468	0.000279969871
469	0.0002799629569
470	0.0002793646455
471	0.0002793646157
472	0.0002793637514
473	0.0002793577909
474	0.0002793577313
475	0.000279353857
476	0.0002793545127
477	0.0002793479264
478	0.0002793461084
479	0.0002793487012
480	0.0002793393731
481	0.0002793416977
482	0.0002793370783
483	0.0002793397903
484	0.0002793398201
485	0.0002793321013
486	0.0002793349624
487	0.000279337585
488	0.0002793332934
489	0.0002793287337
490	0.0002793269157
491	0.0002793269157
492	0.000279325366
493	0.0002793220282
494	0.0002793177366
495	0.0002793181539
496	0.0002793183327
497	0.0002793205678
498	0.000279314965
499	0.0002793172896
500	0.0002793100178
501	0.0002793130577
502	0.0002793138921
503	0.0002793163657
504	0.0002793107629
505	0.0002793157399
506	0.000279314816
507	0.0002793179154
508	0.0002793084383
509	0.0002793107331
510	0.000279312402
511	0.0002793141901
512	0.0002793129385
513	0.0002793099582
514	0.0002793078423
515	0.0002793027461
516	0.000279301703
517	0.0002793036103
518	0.0002793008387
519	0.0002793008685
520	0.0002788116038
521	0.0002788192034
522	0.000278806597
523	0.000278801918
524	0.0002788042426
525	0.0002788004279
526	0.0002787932754
527	0.00027879107
528	0.000278793633
529	0.000278796494
530	0.0002787955999
531	0.0002787874937
532	0.0002787880301
533	0.0002787854671
534	0.0002787942886
535	0.0002787968218
536	0.0002787922025
537	0.0002787928581
538	0.0002787814736
539	0.0002787861526
540	0.0002787857056
541	0.0002787871063
542	0.0002787852883
543	0.0002787868381
544	0.0002787809968
545	0.0002787822485
546	0.0002787853777
547	0.0002787814438
548	0.0002787871361
549	0.0002787773013
550	0.0002787821889
551	0.0002787797451
552	0.0002787818909
553	0.0002787827849
554	0.0002787827253
555	0.0002787812352
556	0.0002787770927
557	0.0002787723541
558	0.0002787740827
